Company,Product,TypeName,Inches,ScreenResolution,CPU_Company,CPU_Type,CPU_Frequency (GHz),RAM (GB),Memory Type,Memory Capacity,GPU_Company,GPU_Type,OpSys,Weight (kg),Price (SAR)
Acer,Aspire 5,Notebook,15.6,1366x768,Intel,Core i3 6006U,2.0,4,HDD,500,Nvidia,GeForce GTX 940MX,Windows 10,2.2,1861.93
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 8250U,1.6,8,HDD,2048,AMD,Radeon 530,Windows 10,2.02,3013.23
HP,Omen 17-an006nv,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,12,HDD,1024,Nvidia,GeForce GTX 1060,Windows 10,3.78,6745.030000000001
Lenovo,Thinkpad T460s,Ultrabook,14.0,IPS Panel Quad HD+ 2560x1440,Intel,Core i7 6600U,2.6,12,SSD,256,Intel,HD Graphics 520,Windows 10,1.4,7376.26
HP,Spectre x360,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel,Core i7 8550U,1.8,8,SSD,512,Intel,UHD Graphics 620,Windows 10,1.29,7936.030000000001
HP,ZBook 15u,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,HDD,500,AMD,FirePro W4190M,Windows 10,1.9,4581.38
Google,Pixelbook (Core,Ultrabook,12.3,Touchscreen 2400x1600,Intel,Core i5 7Y57,1.2,8,SSD,128,Intel,HD Graphics 615,Chrome OS,1.1,5061.75
Dell,Latitude 7390,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel,Core i5 8250U,1.6,8,SSD,256,Intel,UHD Graphics 620,Windows 10,1.42,7312.1445
Asus,ZenBook Pro,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel,Core i7 6700HQ,2.6,12,SSD+HDD,1152,Intel,HD Graphics 530,Windows 10,2.06,5157.030000000001
Dell,Latitude E5470,Notebook,14.0,1366x768,Intel,Core i3 6100U,2.3,8,SSD,128,Intel,HD Graphics 520,Windows 10,1.79,2937.8
Dell,Precision M5520,Workstation,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,8,SSD,256,Nvidia,Quadro M1200,Windows 10,1.78,9559.76
Lenovo,Thinkpad T470,Notebook,14.0,Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,SSD,180,Intel,HD Graphics 620,Windows 10,1.7,5415.08
Dell,Inspiron 3576,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 8250U,1.6,8,HDD,1024,AMD,Radeon 520,Windows 10,2.2,2679.75
Toshiba,Portege X30-D-10J,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.05,6637.84
Dell,Inspiron 7570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 8550U,1.8,8,SSD,512,Nvidia,GeForce 940MX,Windows 10,2.16,5010.14
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel,Core i3 7100U,2.4,4,HDD,1024,Intel,HD Graphics 620,Windows 10,2.18,2328.802
HP,ProBook 430,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel,Core i5 8250U,1.6,4,SSD,128,Intel,UHD Graphics 620,Windows 10,1.49,2882.2200000000003
Chuwi,"Lapbook 15,6",Notebook,15.6,Full HD 1920x1080,Intel,Atom x5-Z8350,1.44,4,Flash,64,Intel,HD Graphics,Windows 10,1.89,988.133
Lenovo,ThinkPad E570,Notebook,15.6,1366x768,Intel,Core i3 6006U,2.0,4,SSD,128,Intel,HD Graphics 520,Windows 10,2.3,2243.05
Lenovo,ThinkPad E480,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel,Core i5 8250U,1.6,8,SSD,256,Intel,UHD Graphics 620,Windows 10,1.75,4164.530000000001
Dell,Precision 3520,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 6820HQ,2.7,16,SSD,512,Nvidia,Quadro M620,Windows 10,2.17,9281.86
Dell,XPS 15,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,16,SSD,512,Nvidia,GeForce GTX 1050,Windows 10,2.06,7539.030000000001
Lenovo,Thinkpad X270,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel,Core i7 7500U,2.7,16,SSD,512,Intel,HD Graphics 620,Windows 10,1.36,7138.06
Asus,Zenbook UX390UA,Ultrabook,12.5,Full HD 1920x1080,Intel,Core i7 7500U,2.7,16,SSD,512,Intel,HD Graphics 620,Windows 10,0.91,7741.5
Lenovo,Thinkpad E570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,SSD,256,Nvidia,GeForce 940MX,Windows 10,2.3,4017.6003
Toshiba,Portege X30-D-10L,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel,Core i7 7500U,2.7,32,SSD,512,Intel,HD Graphics 620,Windows 10,1.05,11112.03
Asus,VivoBook Pro,Gaming,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,8,SSD+HDD,1152,Nvidia,GeForce GTX 1050,Windows 10,1.99,5359.5
Acer,Aspire 5,Notebook,15.6,1366x768,AMD,A10-Series 9620P,2.5,8,HDD,1024,AMD,Radeon RX 540,Windows 10,2.2,2298.63
Asus,Rog G752VL-UH71T,Gaming,17.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 6700HQ,2.6,24,SSD+HDD,1280,Nvidia,GeForce GTX 965M,Windows 10,4.33,5037.93
Lenovo,Thinkpad X260,Ultrabook,12.5,IPS Panel 1366x768,Intel,Core i5 6200U,2.3,8,SSD,180,Intel,HD Graphics 520,Windows 10,1.3,4363.030000000001
Lenovo,Ideapad 520-15IKBR,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 8550U,1.8,8,SSD,256,Intel,UHD Graphics 620,Windows 10,2.17,3568.6330000000003
HP,EliteBook 840,Notebook,14.0,Full HD 1920x1080,Intel,Core i7 7600U,2.8,8,SSD,1024,Intel,HD Graphics 620,Windows 10,1.48,6943.530000000001
Lenovo,ThinkPad 13,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel,Core i3 7100U,2.4,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.4,3767.53
Lenovo,ThinkPad L570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,2.3,3616.67
Asus,VivoBook E201NA,Netbook,11.6,1366x768,Intel,Celeron Dual Core N3350,1.1,4,Flash,64,Intel,HD Graphics 500,Windows 10 S,1.2,1349.8
HP,15-BS026nv (i5-7200U/8GB/256GB/Radeon,Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5,8,SSD,256,AMD,Radeon 520,Windows 10,1.91,2457.3903
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i5 8250U,1.6,8,SSD,256,Intel,UHD Graphics 620,Windows 10,1.4,6348.030000000001
Lenovo,IdeaPad 320-14IAP,Notebook,14.0,1366x768,Intel,Celeron Dual Core N3350,1.1,4,HDD,500,Intel,HD Graphics 500,Windows 10,2.1,1187.03
Lenovo,Chromebook N23,Netbook,11.6,1366x768,Intel,Celeron Dual Core N3060,1.6,4,SSD,16,Intel,HD Graphics 400,Chrome OS,1.25,1052.05
Lenovo,ThinkPad 13,Notebook,13.3,Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.44,3767.53
Asus,ZenBook UX510UX-CN211T,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7500U,2.7,8,SSD+HDD,1280,Intel,HD Graphics 620,Windows 10,2.0,4859.280000000001
Acer,Aspire A515-51G-59QF,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i5 8250U,1.6,4,HDD,1024,Nvidia,GeForce MX150,Windows 10,2.2,2433.61
HP,Envy 13-AB002nv,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel,Core i7 7500U,2.7,8,SSD,512,Intel,HD Graphics 620,Windows 10,1.34,5252.31
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,8,SSD+HDD,1280,Nvidia,GeForce GTX 1060,No OS,2.4,4561.530000000001
Dell,XPS 13,Ultrabook,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i5 7200U,2.5,8,SSD,128,Intel,HD Graphics 620,Windows 10,1.29,3569.03
Acer,Aspire A515-51G,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7500U,2.7,4,HDD,500,Nvidia,GeForce 940MX,Windows 10,2.2,2536.83
Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,HDD,1024,Intel,HD Graphics 620,Windows 10,2.18,3318.92
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 8550U,1.8,16,SSD+HDD,2304,AMD,Radeon 530,Windows 10,2.2,4840.3828
Xiaomi,Mi Notebook,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 8550U,1.8,16,SSD,256,Nvidia,GeForce MX150,No OS,1.95,5557.8015000000005
Asus,VivoBook E12,Netbook,11.6,1366x768,Intel,Celeron Dual Core N3350,1.1,2,Flash,32,Intel,HD Graphics 500,Windows 10,1.1,972.6500000000001
HP,15-bs190od (i5-8250U/4GB/1TB/W10),Notebook,15.6,Touchscreen 1366x768,Intel,Core i5 8250U,1.6,4,HDD,1024,Intel,UHD Graphics 620,Windows 10,2.04,2070.2359
Asus,ROG Zephyrus,Gaming,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,24,SSD,512,Nvidia,GeForce GTX1080,Windows 10,2.24,11782.960000000001
HP,Probook 450,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,SSD,256,Nvidia,GeForce 930MX,Windows 10,2.04,3529.3300000000004
Asus,FX753VE-GC155T (i7-7700HQ/16GB/1TB,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,16,SSD+HDD,1280,Nvidia,GeForce GTX1050 Ti,Windows 10,3.0,5970.88
Lenovo,Legion Y720-15IKB,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,8,SSD+HDD,1280,Nvidia,GeForce GTX 1060,Windows 10,3.2,5554.030000000001
HP,Spectre X360,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel,Core i7 7500U,2.7,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.32,5554.030000000001
Dell,Latitude 5480,Notebook,14.0,Full HD 1920x1080,Intel,Core i5 7300U,2.6,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.64,5080.5281
HP,ProBook 440,Notebook,15.6,1366x768,Intel,Core i3 6006U,2.0,4,SSD,128,Intel,HD Graphics 520,Windows 10,1.63,2735.33
Dell,Inspiron 5770,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel,Core i5 8250U,1.6,8,SSD+HDD,1152,AMD,Radeon 530,Linux,2.8,3529.3300000000004
Lenovo,ThinkPad L470,Notebook,14.0,Full HD 1920x1080,Intel,Core i5 6200U,2.3,8,SSD,256,Intel,HD Graphics 520,Windows 7,2.02,5319.8
Lenovo,IdeaPad 320-15IKB,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7500U,2.7,4,HDD,1024,Nvidia,GeForce 920MX,Windows 10,2.2,3172.03
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1366x768,Intel,Core i3 6006U,2.0,8,HDD,2048,Nvidia,GeForce 920MX,No OS,2.2,1822.23
Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5,4,HDD,500,AMD,Radeon R5 M430,Windows 10,2.3,2322.4500000000003
Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7440HQ,2.8,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.9,5466.6900000000005
Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,16,SSD+HDD,1152,Nvidia,GeForce GTX 1070,Windows 10,4.42,11960.6969
Toshiba,Satellite Pro,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,HDD,500,Intel,HD Graphics 620,Windows 10,2.0,3414.2000000000003
Asus,Zenbook UX510UW-FI095T,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel,Core i7 7500U,2.7,8,SSD+HDD,1280,Nvidia,GeForce GTX 960M,Windows 10,2.0,5157.030000000001
Mediacom,SmartBook Edge,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel,Celeron Quad Core N3450,1.1,4,SSD,32,Intel,HD Graphics 500,Windows 10,1.2,1464.93
Asus,ROG Strix,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel,Core i5 7300HQ,2.5,8,SSD+HDD,1152,Nvidia,GeForce GTX 1060,Windows 10,2.3,6546.530000000001
Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7600U,2.8,8,SSD,256,Nvidia,GeForce 930MX,Windows 10,1.93,5434.93
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 8250U,1.6,8,SSD,256,AMD,Radeon 530,Windows 10,2.2,3165.7177
HP,250 G6,Notebook,15.6,Full HD 1920x1080,Intel,Pentium Quad Core N3710,1.6,4,SSD,256,Intel,HD Graphics 405,Windows 10,1.86,1583.9903000000002
HP,Omen 15-ce006nv,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,12,HDD,1024,Nvidia,GeForce GTX 1060,Windows 10,2.62,7142.030000000001
Lenovo,Thinkpad E470,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel,Core i7 7500U,2.7,8,SSD,256,Nvidia,GeForce 940MX,Windows 10,1.87,3410.23
Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel,Core i7 8550U,1.8,8,SSD,256,Intel,UHD Graphics 620,Windows 10,1.2,5554.030000000001
Dell,Vostro 5468,Notebook,14.0,Full HD 1920x1080,Intel,Core i3 6006U,2.0,4,SSD,128,Intel,HD Graphics 520,Windows 10,1.6,2921.4039000000002
HP,Envy 13-AB020nr,Ultrabook,13.3,IPS Panel Quad HD+ 3200x1800,Intel,Core i7 7500U,2.7,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.34,4545.650000000001
Acer,Aspire 7,Gaming,15.6,Full HD 1920x1080,Intel,Core i5 7300HQ,2.5,8,HDD,1024,Nvidia,GeForce GTX 1050,Linux,2.4,3168.06
Asus,VivoBook X540YA-XX519T,Notebook,15.6,1366x768,AMD,E-Series 7110,1.8,4,HDD,500,AMD,Radeon R2 Graphics,Windows 10,2.0,1385.53
HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,Intel,Core i3 7100U,2.4,4,SSD,128,Intel,HD Graphics 620,Windows 10,2.1,2800.835
Lenovo,ThinkPad E470,Notebook,14.0,Full HD 1920x1080,Intel,Core i5 7200U,2.5,4,HDD,500,Intel,HD Graphics 620,Windows 10,1.87,3116.4500000000003
Lenovo,V310-15ISK (i5-6200U/4GB/1TB/FHD/No,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 6200U,2.3,4,HDD,1024,Intel,HD Graphics 520,No OS,2.15,1835.5295
HP,250 G6,Notebook,15.6,Full HD 1920x1080,Intel,Core i3 6006U,2.0,4,HDD,500,Intel,HD Graphics 520,Windows 10,1.86,1576.0900000000001
Lenovo,ThinkPad T570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 7500U,2.7,8,SSD,512,Intel,HD Graphics 620,Windows 10,1.99,6864.13
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Full HD 1920x1080,Intel,Core i3 6006U,2.0,4,SSD,128,Intel,HD Graphics 520,Windows 10,2.2,1981.0300000000002
Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.9,4434.4503
Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,16,SSD+HDD,1280,Nvidia,GeForce GTX 1070,Windows 10,4.42,10715.03
HP,17-X047na (i3-6006U/8GB/1TB/W10),Notebook,17.3,1600x900,Intel,Core i3 6006U,2.0,8,HDD,1024,Intel,HD Graphics 520,Windows 10,2.65,2160.2755
HP,ProBook 470,Notebook,17.3,Full HD 1920x1080,Intel,Core i7 7500U,2.7,8,HDD,1024,Nvidia,GeForce 930MX,Windows 10,2.63,5081.6
Asus,A541NA-GO342 (N3350/4GB/500GB/Linux),Notebook,15.6,1366x768,Intel,Celeron Dual Core N3350,1.1,4,HDD,500,Intel,HD Graphics 500,Linux,2.0,889.2800000000001
Mediacom,SmartBook 130,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel,Atom x5-Z8350,1.44,4,Flash,32,Intel,HD Graphics,Windows 10,1.35,1012.35
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel,Core i7 7500U,2.7,6,SSD+HDD,1152,Nvidia,GeForce 940MX,Windows 10,2.8,3767.53
HP,15-bw007nv (A10-9620P/6GB/128GB/Radeon,Notebook,15.6,IPS Panel Full HD 1920x1080,AMD,A10-Series A10-9620P,2.5,6,SSD,128,AMD,Radeon 530,Windows 10,1.91,2258.533
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel,Core i3 6006U,2.0,4,HDD,1024,AMD,Radeon R5 M420,Windows 10,2.18,2453.063
Acer,Spin SP111-31,2 in 1 Convertible,11.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Celeron Dual Core N3350,2.0,4,Flash,32,Intel,HD Graphics 500,Windows 10,1.25,1385.53
Lenovo,V330-15IKB (i3-7130U/4GB/128GB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel,Core i3 7130U,2.7,4,SSD,128,Intel,HD Graphics 620,Windows 10,2.05,2501.1
HP,EliteBook 1030,Ultrabook,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel,Core M 6Y75,1.2,16,SSD,512,Intel,HD Graphics 515,Windows 10,1.16,7801.05
Lenovo,Thinkpad P71,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,8,SSD,256,Nvidia,Quadro M620M,Windows 10,3.4,11906.03
Asus,FX553VD-DM627T (i5-7300HQ/8GB/1TB,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7300HQ,2.5,8,SSD+HDD,1152,Nvidia,GeForce GTX 1050,Windows 10,2.5,3330.8300000000004
Dell,XPS 13,Ultrabook,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel,Core i5 8250U,1.6,8,SSD,128,Intel,UHD Graphics 620,Windows 10,1.21,6348.030000000001
Dell,Latitude 5580,Notebook,15.6,1366x768,Intel,Core i5 7300U,2.6,4,HDD,500,Intel,HD Graphics 620,Windows 10,1.93,3807.23
Fujitsu,Lifebook A557,Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5,8,HDD,1024,Intel,HD Graphics 620,Windows 10,2.2,2933.83
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,Full HD 1920x1080,Intel,Pentium Quad Core N4200,1.1,4,HDD,500,Intel,HD Graphics 505,Windows 10,2.2,1365.68
Lenovo,ThinkPad L470,Notebook,14.0,1366x768,Intel,Core i5 7200U,2.5,4,HDD,500,Intel,HD Graphics 620,Windows 10,2.02,3930.3
HP,ZBook 17,Workstation,17.3,1600x900,Intel,Core i5 7440HQ,2.8,8,HDD,500,Nvidia,Quadro M1200,Windows 10,3.14,7388.130300000001
HP,14-am079na (N3710/8GB/2TB/W10),Notebook,14.0,1366x768,Intel,Pentium Quad Core N3710,1.6,8,HDD,2048,Intel,HD Graphics 405,Windows 10,1.94,1544.3300000000002
HP,15-cd005nv (A9-9420/6GB/256GB/Radeon,Notebook,15.6,IPS Panel Full HD 1920x1080,AMD,A9-Series A9-9420,3.0,6,SSD,256,AMD,Radeon 530,Windows 10,1.95,2576.53
Lenovo,Thinkpad E570,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,2.3,3295.1000000000004
Lenovo,V330-15IKB (i5-8250U/4GB/500GB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel,Core i5 8250U,1.6,4,HDD,500,Intel,HD Graphics 620,Windows 10,2.05,2719.4500000000003
Mediacom,SmartBook 141,Notebook,14.0,Full HD 1920x1080,Intel,Atom x5-Z8350,1.44,4,SSD,32,Intel,HD Graphics,Windows 10,1.4,988.5300000000001
Toshiba,Tecra X40-D-10H,Ultrabook,14.0,Full HD / Touchscreen 1920x1080,Intel,Core i7 7500U,2.7,16,SSD,512,Intel,HD Graphics 620,Windows 10,1.24,7404.05
Lenovo,IdeaPad Y910-17ISK,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 6820HK,2.7,32,SSD+HDD,1280,Nvidia,GeForce GTX 1070,Windows 10,4.6,10572.11
MSI,GT73VR Titan,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 7820HK,2.9,16,SSD+HDD,1536,Nvidia,GeForce GTX 1070,Windows 10,4.14,10834.130000000001
Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7500U,2.7,8,SSD,256,AMD,Radeon R5 M430,Linux,2.2,2973.5697
Mediacom,SmartBook Edge,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel,Celeron Quad Core N3450,1.1,4,SSD,32,Intel,HD Graphics 500,Windows 10,1.45,1544.3300000000002
Dell,Latitude 5580,Notebook,15.6,1366x768,Intel,Core i5 7300U,2.6,8,HDD,500,Intel,HD Graphics 620,Windows 10,1.9,4003.8244
HP,ProBook 430,Notebook,13.3,Full HD 1920x1080,Intel,Core i3 7100U,2.4,4,SSD,128,Intel,HD Graphics 620,Windows 10,1.49,2854.4300000000003
Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7600U,2.8,16,SSD,256,Nvidia,GeForce 930MX,Windows 10,1.93,6103.438300000001
Dell,Chromebook 11,Netbook,11.6,1366x768,Intel,Celeron Dual Core N3060,1.6,4,Flash,16,Intel,HD Graphics 400,Chrome OS,1.26,1171.15
MSI,GT80S 6QE,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 6820HK,2.7,16,SSD+HDD,1152,Nvidia,GeForce GTX 980M,Windows 10,4.5,9325.53
HP,Omen 17-AN010nv,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,16,SSD+HDD,1280,Nvidia,GeForce GTX 1050,Windows 10,3.78,5947.06
Lenovo,Thinkpad T460s,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel,Core i7 6600U,2.6,12,SSD,256,Intel,HD Graphics 520,Windows 10,1.4,6641.81
Lenovo,Ideapad 320-15IKBR,Notebook,15.6,Touchscreen 1366x768,Intel,Core i7 8550U,1.8,12,HDD,1024,Intel,HD Graphics 620,Windows 10,2.2,2417.73
Asus,ROG Strix,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i5 7300HQ,2.5,8,SSD+HDD,1152,Nvidia,GeForce GTX 1060,Windows 10,2.73,7026.900000000001
Asus,TP501UA-CJ131T (i5-7200U/8GB/1TB/W10),2 in 1 Convertible,15.6,Touchscreen 1366x768,Intel,Core i5 7200U,2.5,8,HDD,1024,Intel,HD Graphics 520,Windows 10,2.2,2933.83
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,Full HD 1920x1080,AMD,A12-Series 9720P,3.6,12,SSD,512,AMD,Radeon 530,Windows 10,2.2,3767.53
Dell,Inspiron 3179,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel,Core M 7Y30,1.0,4,SSD,128,Intel,HD Graphics 615,Windows 10,1.39,2393.9100000000003
Samsung,Notebook Odyssey,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,16,SSD+HDD,1152,Nvidia,GeForce GTX 1050,Windows 10,2.5,6745.030000000001
Lenovo,V320-17ISK (i3-6006U/4GB/500GB/FHD/No,Notebook,17.3,Full HD 1920x1080,Intel,Core i3 6006U,2.0,4,HDD,500,Intel,HD Graphics 520,No OS,2.8,2100.13
Lenovo,IdeaPad 110-15ISK,Notebook,15.6,1366x768,Intel,Core i3 6100U,2.3,8,HDD,1024,Intel,HD Graphics 520,Windows 10,2.29,1822.23
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 7500U,2.7,8,SSD,512,Intel,HD Graphics 620,Windows 10,1.37,8039.25
Lenovo,Thinkpad T470p,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel,Core i5 7300HQ,2.5,8,SSD,256,Intel,HD Graphics 630,Windows 10,1.7,5851.780000000001
Dell,Latitude 5289,2 in 1 Convertible,12.5,Full HD / Touchscreen 1920x1080,Intel,Core i5 7200U,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.34,6629.900000000001
Dell,Precision 3520,Workstation,15.6,Full HD / Touchscreen 1920x1080,Intel,Core i7 7700HQ,2.8,8,SSD,256,Nvidia,Quadro M620,Windows 10,2.06,6999.110000000001
HP,EliteBook 850,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7500U,2.7,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.84,4839.43
HP,ProBook 450,Notebook,15.6,1366x768,Intel,Core i3 7100U,2.4,4,HDD,500,Intel,HD Graphics 620,Windows 10,2.1,2653.8656
Acer,Aspire 1,Notebook,14.0,Full HD 1920x1080,Intel,Celeron Quad Core N3450,1.1,4,Flash,32,Intel,HD Graphics 500,Windows 10,1.6,1306.13
MSI,Laptop MSI,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 6820HK,2.7,16,SSD+HDD,1152,Nvidia,GeForce GTX 970M,Windows 10,4.14,8730.03
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel,Core i3 6006U,2.0,4,HDD,1024,AMD,Radeon R5 M420,Linux,2.18,1846.0500000000002
MSI,GS63VR 7RF,Gaming,15.6,4K Ultra HD 3840x2160,Intel,Core i7 7700HQ,2.8,16,SSD+HDD,2304,Nvidia,GeForce GTX 1060,Windows 10,1.8,9127.03
Toshiba,Tecra Z50-C-144,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 6500U,2.5,8,SSD,256,Intel,HD Graphics 520,Windows 10,2.2,5554.030000000001
Lenovo,IdeaPad 310-15IKB,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5,6,HDD,1024,Intel,HD Graphics 620,Windows 10,2.4,2239.08
Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 7700HQ,2.8,8,SSD,256,Intel,HD Graphics 630,Windows 10,2.0,5157.030000000001
Acer,Swift SF114-31-P5HY,Notebook,14.0,1366x768,Intel,Pentium Quad Core N3710,1.6,4,Flash,128,Intel,HD Graphics 405,Windows 10,1.6,1385.53
Lenovo,Thinkpad P51,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel,Xeon E3-1535M v6,3.1,32,SSD,1024,Nvidia,Quadro M2200M,Windows 10,2.5,19449.030000000002
